Us,Ir,Temp
415;217;2343
415;217;2343
415;217;2343
417;217;2343
418;217;2343
420;217;2343
419;217;2343
419;217;2343
420;217;2343
420;217;2343
417;217;2343
416;217;2343
416;217;2343
415;217;2343
416;217;2343
418;217;2343
417;217;2343
418;217;2343
418;217;2343
420;217;2343
420;217;2343
420;217;2343
420;217;2343
420;217;2343
419;217;2343
419;217;2343
420;217;2343
418;217;2343
416;217;2343
418;217;2343
420;217;2343
420;217;2343
420;217;2343
420;217;2343
419;217;2343
419;217;2343
419;217;2343
419;217;2340
418;217;2342
418;217;2343
419;217;2343
419;217;2343
418;217;2340
418;217;2343
418;217;2343
419;217;2343
419;217;2343
419;217;2343
419;217;2340
418;217;2343
419;217;2340
420;217;2343
420;217;2343
419;217;2343
419;217;2343
415;217;2343
415;217;2343
415;217;2343
419;217;2343
