Us,Ir,Temp
621;317;2334
619;317;2335
617;317;2337
617;317;2337
617;317;2337
618;317;2331
616;317;2337
617;317;2334
618;317;2337
621;317;2337
620;317;2337
621;317;2337
620;317;2337
617;317;2337
618;317;2337
617;317;2337
618;317;2337
619;317;2337
616;317;2337
616;317;2337
618;317;2337
618;317;2337
616;317;2337
619;317;2337
621;317;2337
620;317;2337
621;317;2337
621;317;2337
621;317;2337
620;317;2337
621;317;2337
621;317;2337
619;317;2337
618;317;2337
617;317;2337
618;317;2337
620;317;2337
621;317;2337
619;317;2337
620;317;2337
620;317;2337
619;317;2337
616;317;2337
617;317;2337
619;317;2337
620;317;2337
620;317;2337
620;317;2337
621;317;2337
621;317;2337
621;317;2337
621;317;2337
621;317;2337
621;317;2337
620;317;2337
621;317;2337
621;317;2337
621;317;2337
622;317;2337
