Us,Ir,Temp
420;217;2334
420;217;2334
419;217;2331
420;217;2336
420;217;2334
420;217;2333
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
420;217;2331
419;217;2334
420;217;2331
419;217;2331
418;217;2331
420;217;2331
420;217;2331
419;217;2331
415;217;2331
418;217;2331
420;217;2331
419;217;2331
419;217;2331
420;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
419;217;2331
418;217;2331
418;217;2331
418;217;2333
419;217;2334
419;217;2331
415;217;2331
414;217;2331
414;217;2332
414;217;2332
415;217;2331
415;217;2331
417;217;2331
416;217;2331
419;217;2331
420;217;2331
420;217;2331
419;217;2331
419;217;2331
420;217;2331
419;217;2331
419;217;2331
420;217;2331
419;217;2331
416;217;2331
